1	1	The Hitman's Bodyguard	LG/S	$10,262,619	-52.0%	3,377	-	$3,039	$39,826,623	$30	2
2	2	Annabelle: Creation	WB (NL)	$7,681,158	-50.8%	3,565	+23	$2,155	$78,211,542	$15	3
3	N	Leap!	Wein.	$4,730,038	-	2,575	-	$1,837	$4,730,038	-	1
4	10	Wind River	Wein.	$4,600,976	+54.6%	2,095	+1,401	$2,196	$10,031,189	$11	4
5	3	Logan Lucky	BST	$4,241,548	-44.2%	3,031	-	$1,399	$14,908,962	$29	2
6	4	Dunkirk	WB	$3,948,142	-40.3%	2,774	-497	$1,423	$172,477,172	$100	6
7	7	Spider-Man: Homecoming	Sony	$2,820,476	-33.7%	2,122	-219	$1,329	$318,938,558	$175	8
8	N	Birth of the Dragon	BH Tilt	$2,702,430	-	1,618	-	$1,670	$2,702,430	-	1
9	N	Mayweather vs. McGregor	Fathom	$2,620,183	-	532	-	$4,925	$2,620,183	-	1
10	6	The Emoji Movie	Sony	$2,508,570	-43.5%	2,374	-417	$1,057	$76,590,041	$50	5
11	8	Girls Trip	Uni.	$2,361,435	-39.6%	1,777	-233	$1,329	$108,166,960	$19	6
12	5	The Nut Job 2: Nutty by Nature	ORF	$2,315,095	-54.5%	3,090	-913	$749	$22,549,821	$40	3
13	14	Despicable Me 3	Uni.	$1,750,380	-15.6%	2,116	+565	$827	$254,603,760	$80	9
14	9	The Dark Tower	Sony	$1,687,471	-55.5%	2,338	-805	$722	$45,007,046	$60	4
15	16	Wonder Woman	WB	$1,675,201	+53.4%	2,210	+1,407	$758	$406,193,262	$149	13
16	N	All Saints	Sony	$1,514,278	-	846	-	$1,790	$1,514,278	$2	1
17	11	Kidnap (2017)	Aviron	$1,502,453	-49.3%	1,693	-652	$887	$27,171,791	$21	4
18	12	The Glass Castle	LGF	$1,388,562	-45.5%	1,298	-163	$1,070	$12,500,415	-	3
19	19	Baby Driver	TriS	$1,207,442	+41.0%	1,757	+1,074	$687	$103,346,388	$34	9
20	15	War for the Planet of the Apes	Fox	$913,199	-54.6%	1,114	-494	$820	$142,787,094	$150	7
21	13	Atomic Blonde	Focus	$859,195	-60.6%	989	-639	$869	$49,029,630	$30	5
22	23	Ingrid Goes West	Neon	$782,988	+192.8%	647	+621	$1,210	$1,322,738	-	3
