48	-	Sausage Party	Sony	$8,767	-	55	-	$159	$97,679,125	$19	16
49	42	Sword Master	WGUSA	$8,570	-78.6%	7	-22	$1,224	$70,031	-	2
50	51	Seasons	MBox	$8,171	-24.8%	22	+4	$371	$94,211	-	4
51	61	Denial	BST	$7,832	+46.0%	48	+35	$163	$4,072,226	-	12
52	48	Mifune: The Last Samurai	Strand	$6,198	-58.2%	9	+1	$689	$44,431	-	4
53	58	Best Worst Thing That Ever Could Have Happened	Abr.	$5,606	-19.7%	7	+2	$801	$93,050	-	5
54	N	The Lion in Winter (2016 re-release)	Rialto	$5,339	-	2	-	$2,670	$5,339	-	1
55	43	Rules Don't Apply	Fox	$5,112	-86.3%	44	-134	$116	$3,647,836	$25	4
56	22	The Bounce Back	VPD	$3,667	-98.4%	22	-593	$167	$320,676	-	2
57	54	The Love Witch	Osci.	$3,139	-68.6%	5	-11	$628	$152,035	-	6
58	64	The Eyes of My Mother	Magn.	$2,855	-35.1%	9	-5	$317	$24,425	-	3
59	76	Hubble 3D	WB	$2,748	+36.9%	5	+1	$550	$51,758,571	-	353
60	59	Gimme Danger	Magn.	$2,686	-57.3%	3	-7	$895	$438,391	-	8
61	N	Chosen	MDL	$2,449	-	1	-	$2,449	$2,449	-	1
62	56	Sky on Fire	WGUSA	$2,448	-75.1%	1	-6	$2,448	$77,639	-	3
63	57	I Am Not Madame Bovary	WGUSA	$2,326	-75.0%	1	-5	$2,326	$435,387	-	5
64	50	Tampopo (2016 re-release)	Jan.	$2,065	-84.2%	4	+1	$516	$156,776	-	9
65	66	Certain Women	IFC	$1,983	-42.8%	7	-1	$283	$1,066,509	-	10
66	63	Harry Benson: Shoot First	Magn.	$1,846	-61.5%	6	+3	$308	$8,231	-	2
67	N	The Bad Kids	FR	$1,564	-	1	-	$1,564	$1,564	-	1
68	-	Seed: The Untold Story	CEye	$1,538	-	1	-	$1,538	$99,576	-	17
69	86	The Fiance	Indic.	$1,412	+44.7%	2	-	$706	$12,551	-	6
70	65	Harry & Snowman	FR	$1,369	-62.0%	3	-2	$456	$540,859	-	12
71	90	The Black Dove	Indic.	$1,351	+79.7%	3	+1	$450	$20,925	-	16
72	55	Queen of Katwe	BV	$1,294	-86.9%	6	-13	$216	$8,786,975	$15	13
73	79	Evolution	IFC	$1,200	-33.7%	7	-2	$171	$21,922	-	4
74	69	Under the Sea 3D	WB	$1,198	-58.0%	5	+1	$240	$35,119,250	-	410
75	85	Born to Be Wild (IMAX)	WB	$1,074	+0.3%	8	+1	$134	$25,114,459	-	298
76	83	Elevator to the Gallows (2016 re-issue)	Rialto	$994	-13.8%	2	-	$497	$110,066	-	20
77	N	A Kind of Murder	Magn.	$978	-	3	-	$326	$978	-	1
78	62	The Dressmaker	BG	$883	-82.8%	6	-9	$147	$2,021,399	-	13
79	100	Never	Indic.	$804	+65.4%	1	-1	$804	$18,548	-	16
80	78	Christine (2016)	Orch.	$775	-59.1%	5	-8	$155	$296,070	-	10
81	-	Kiki, Love to Love	Strand	$662	-	1	-	$662	$11,892	-	6
82	101	New World Order	Indic.	$605	+50.5%	1	-	$605	$16,158	-	13
83	97	Love Me True	Indic.	$555	-3.1%	1	-1	$555	$19,325	-	16
84	72	No Pay, Nudity	Mont.	$553	-74.9%	2	-4	$277	$20,017	-	6
85	87	The Romans	Indic.	$550	-37.9%	2	-1	$275	$16,135	-	16
86	105	NightLights	Indic.	$525	+50.0%	2	+1	$263	$20,988	-	16
87	107	Search Engines	Indic.	$500	+81.8%	2	+1	$250	$17,908	-	10
88	-	Space Station 3-D (IMAX)	Imax	$458	-	3	-	$153	$93,231,060	-	738
89	-	The Witness	FR	$423	-	1	-	$423	$157,379	-	18
90	106	Peter and the Farm	Magn.	$409	+35.0%	3	+1	$136	$17,059	-	7
91	71	A Bit of Bad Luck	Indic.	$350	-85.5%	1	-1	$350	$17,585	-	16
92	-	National Bird	FR	$343	-	1	-	$343	$10,019	-	6
93	80	The Beatles: Eight Days a Week - The Touring Years	Abr.	$340	-81.0%	3	-	$113	$2,903,332	-	14
94	109	Gridiron Heroes	Indic.	$300	+9.1%	1	-	$300	$22,787	-	18
95	-	La Notte (2016 re-release)	Rialto	$290	-	1	-	$290	$39,236	-	14
96	91	Kill Me, Deadly	Indic.	$275	-63.3%	1	-2	$275	$29,384	-	16
97	89	Coming Up Roses (2014 re-release)	Indic.	$275	-67.6%	1	-2	$275	$20,139	-	17
98	108	This Last Lonely Place	Indic.	$250	-9.1%	1	-	$250	$19,560	-	16
99	102	Priceless (2016)	RAtt.	$159	-59.1%	2	-3	$80	$1,499,127	-	10
