1	N	Alien: Covenant	Fox	$36,160,621	-	3,761	-	$9,615	$36,160,621	$97	1
2	1	Guardians of the Galaxy Vol. 2	BV	$34,653,754	-46.9%	4,347	-	$7,972	$301,391,228	$200	3
3	N	Everything, Everything	WB	$11,727,390	-	2,801	-	$4,187	$11,727,390	$10	1
4	2	Snatched	Fox	$7,832,517	-59.9%	3,511	+10	$2,231	$33,015,117	$42	2
5	3	King Arthur: Legend of the Sword	WB	$7,152,269	-53.5%	3,702	-	$1,932	$27,503,490	$175	2
6	N	Diary of a Wimpy Kid: The Long Haul	Fox	$7,126,084	-	3,157	-	$2,257	$7,126,084	$22	1
7	4	The Fate of the Furious	Uni.	$3,234,040	-40.1%	2,287	-780	$1,414	$219,944,340	$250	6
8	6	The Boss Baby	Fox	$2,848,253	-36.7%	2,071	-840	$1,375	$166,200,803	-	8
9	5	Beauty and the Beast (2017)	BV	$2,545,579	-47.1%	1,792	-380	$1,421	$497,924,628	$160	10
10	7	How to be a Latin Lover	PNT	$2,051,180	-46.8%	948	-175	$2,164	$29,309,990	-	4
11	8	Lowriders	BH Tilt	$1,183,600	-50.8%	365	+70	$3,243	$4,211,985	-	2
12	11	Gifted	FoxS	$766,765	-50.3%	824	-602	$931	$22,900,823	$7	7
13	13	Going in Style (2017)	WB (NL)	$600,081	-44.2%	690	-554	$870	$43,372,898	$25	7
14	10	Baahubali 2: The Conclusion	GrtIndia	$599,085	-62.3%	236	-139	$2,538	$19,997,556	-	4
15	12	Smurfs: The Lost Village	Sony	$572,562	-49.6%	652	-953	$878	$43,064,566	$60	7
16	18	Norman: The Moderate Rise and Tragic Fall of a New York Fixer	SPC	$565,554	+47.8%	373	+220	$1,516	$2,273,140	-	6
17	9	The Circle (2017)	STX	$451,218	-74.7%	647	-1,485	$697	$20,030,002	$18	4
18	14	Born in China	BV	$371,765	-59.3%	575	-480	$647	$13,137,812	-	5
19	15	The Wall	RAtt.	$325,078	-63.8%	524	-16	$620	$1,582,798	-	2
20	32	The Lovers	A24	$274,050	+118.8%	105	+82	$2,610	$528,495	-	3
21	17	Get Out	Uni.	$245,135	-38.3%	262	-143	$936	$174,939,840	$4.5	13
22	19	The Zookeeper's Wife	Focus	$231,360	-36.8%	275	-150	$841	$16,839,076	-	8
23	23	Logan	Fox	$205,176	-27.7%	213	-92	$963	$225,885,681	$97	12
24	34	Power Rangers (2017)	LGF	$204,916	+93.6%	221	+24	$927	$85,067,486	$100	9
25	25	A Quiet Passion	MBox	$202,731	-4.6%	135	+18	$1,502	$1,081,006	-	6
26	16	The Lost City of Z	BST	$202,564	-60.1%	217	-280	$933	$8,010,429	-	6
