1	1	The Hitman's Bodyguard	LG/S	$10,536,010	+2.7%	3,370	-7	$3,126	$55,230,224	$30	3
2	2	Annabelle: Creation	WB (NL)	$7,506,234	-2.3%	3,358	-207	$2,235	$89,181,832	$15	4
3	4	Wind River	Wein.	$6,237,517	+35.6%	2,602	+507	$2,397	$18,659,954	$11	5
4	3	Leap!	Wein.	$4,845,793	+2.4%	2,705	+130	$1,791	$11,340,596	-	2
5	5	Logan Lucky	BST	$4,410,186	+4.0%	2,975	-56	$1,482	$21,440,672	$29	3
6	6	Dunkirk	WB	$4,373,281	+10.8%	2,752	-22	$1,589	$179,002,826	$100	7
7	7	Spider-Man: Homecoming	Sony	$3,684,189	+30.6%	2,036	-86	$1,810	$324,085,735	$175	9
8	13	Despicable Me 3	Uni.	$2,501,280	+42.9%	2,132	+16	$1,173	$258,036,510	$80	10
9	10	The Emoji Movie	Sony	$2,464,948	-1.7%	2,108	-266	$1,169	$80,341,662	$50	6
10	11	Girls Trip	Uni.	$2,305,780	-2.4%	1,607	-170	$1,435	$111,565,295	$19	7
11	12	The Nut Job 2: Nutty by Nature	ORF	$2,115,589	-8.6%	2,651	-439	$798	$25,956,093	$40	4
12	15	Wonder Woman	WB	$2,038,351	+21.7%	1,838	-372	$1,109	$409,057,372	$149	14
13	30	Cars 3	BV	$1,773,264	+952.7%	2,445	+2,231	$725	$150,911,133	-	12
14	N	Close Encounters Of The Third Kind (40th Anniversary)	Sony	$1,767,758	-	901	-	$1,962	$1,767,758	-	1
15	8	Birth of the Dragon	BH Tilt	$1,738,645	-35.7%	1,633	+15	$1,065	$5,396,465	-	2
16	17	Kidnap (2017)	Aviron	$1,625,744	+8.2%	1,689	-4	$963	$29,368,612	$21	5
17	14	The Dark Tower	Sony	$1,609,457	-4.6%	1,820	-518	$884	$47,441,351	$60	5
18	19	Baby Driver	TriS	$1,477,281	+22.3%	1,463	-294	$1,010	$105,532,537	$34	10
19	23	The Big Sick	LGF	$1,436,252	+96.6%	1,270	+564	$1,131	$40,991,711	-	11
20	18	The Glass Castle	LGF	$1,408,614	+1.4%	1,360	+62	$1,036	$14,758,373	-	4
21	16	All Saints	Sony	$1,220,871	-19.4%	846	-	$1,443	$3,417,794	$2	2
22	N	Hazlo Como Hombre (Do It Like An Hombre)	PNT	$1,174,484	-	382	-	$3,075	$1,174,484	-	1
23	N	Tulip Fever	Wein.	$1,158,017	-	765	-	$1,514	$1,158,017	-	1
24	N	Inhumans	Imax	$1,135,440	-	393	-	$2,889	$1,135,440	-	1
25	20	War for the Planet of the Apes	Fox	$1,109,817	+21.5%	1,041	-73	$1,066	$144,364,580	$150	8
26	21	Atomic Blonde	Focus	$880,320	+2.5%	741	-248	$1,188	$50,361,700	$30	6
27	22	Ingrid Goes West	Neon	$605,584	-22.7%	625	-22	$969	$2,315,729	-	4
28	24	Good Time	A24	$315,658	-45.7%	635	-86	$497	$1,629,261	-	4
29	N	Shubh Mangal Saavdhan	Eros	$259,999	-	80	-	$3,250	$259,999	-	1
30	27	Valerian and the City of a Thousand Planets	STX	$250,190	+0.7%	280	-38	$894	$40,075,609	$177.2	7
31	38	Patti Cake$	FoxS	$247,256	+141.8%	295	+236	$838	$535,532	-	3
32	37	47 Meters Down	ENTMP	$223,164	+89.2%	430	+118	$519	$44,017,628	$5.5	12
33	35	The Trip to Spain	IFC	$218,381	+78.9%	140	+86	$1,560	$542,040	-	4
34	36	Guardians of the Galaxy Vol. 2	BV	$217,105	+83.8%	196	-103	$1,108	$389,646,310	$200	18
35	26	Detroit	Annapurna	$203,284	-19.6%	331	-194	$614	$16,526,199	$34	6
36	31	Menashe	A24	$198,464	+22.0%	126	+23	$1,575	$1,247,438	-	6
